7.030800821,6.2,4.1,5.7,7.1,8.3,1
22.9650924,6.2,4.1,5.7,7.1,8.3,1
15.93429158,6.2,6.2,2.6,4.8,8.3,1
15.93429158,5.4,7.6,4.9,2.5,6.7,1
8.410677618,3,4.1,8,7.1,3.7,1
8.969199179,6.2,6.2,4.1,5.6,6.7,1
8.969199179,6.2,6.2,4.1,5.6,6.7,1
120.4435318,3.8,5.5,8,4,4.4,1
8.607802875,8.6,6.9,2.6,4,7.5,1
4.435318275,5.4,5.5,3.3,7.9,8.3,1
67.35112936,8.6,4.1,1.8,7.1,6.7,1
20.92813142,3,6.9,4.9,4.8,7.5,1
20.92813142,5.4,8.4,4.9,3.3,6,1
8.936344969,7,6.2,4.1,7.1,9,1
33.57700205,9.4,1.2,4.1,5.6,6.7,1
16.39425051,8.6,5.5,4.9,4.8,5.2,1
15.34291581,5.4,5.5,3.3,4.8,6.7,1
26.4476386,5.4,6.9,2.6,5.6,8.3,1
14.71868583,5.4,6.9,3.3,3.3,7.5,1
45.37166324,7.8,6.2,6.4,7.9,6,1
45.37166324,3.8,3.4,5.7,8.7,7.5,1
36.96098563,4.6,6.2,4.9,5.6,6.7,1
22.47227926,7.8,4.8,5.7,7.1,6,1
59.20328542,5.4,4.8,7.2,5.6,5.2,1
59.20328542,4.6,4.1,8.7,5.6,2.1,1
12.38603696,7.8,6.9,3.3,3.3,7.5,1
24.3449692,7.8,2.6,5.7,7.1,5.2,1
11.95893224,3.8,1.9,9.5,7.9,3.7,1
3.252566735,3,7.6,7.2,4,7.5,1
3.252566735,1.4,8.4,8,4.8,6,1
14.58726899,8.6,4.1,4.9,5.6,6,1
16.91991786,4.6,3.4,4.1,8.7,4.4,1
28.15605749,3.8,6.9,6.4,7.1,7.5,1
60.94455852,7,6.2,4.1,2.5,6.7,1
87.68788501,7,6.2,4.1,4,9,1
43.4661191,3,4.1,8.7,7.1,6,1
22.73511294,5.4,5.5,4.9,4.8,4.4,1
22.73511294,6.2,6.2,4.9,3.3,2.9,1
22.73511294,5.4,5.5,4.9,4.8,4.4,1
22.73511294,6.2,6.2,4.9,3.3,2.9,1
13.07597536,5.4,7.6,4.9,3.3,2.1,1
7.589322382,7,4.8,6.4,4,4.4,1
36.23819302,3,7.6,7.2,4.8,2.9,1
19.08829569,4.6,7.6,5.7,5.6,8.3,1
4.369609856,6.2,3.4,8,3.3,3.7,1
80.98562628,3.8,6.2,8,4,6,1
9.100616016,7,4.8,4.1,7.1,8.3,1
36.92813142,4.6,6.2,4.9,5.6,6.7,1
3.975359343,7.8,5.5,5.7,4,5.2,1
3.975359343,6.2,6.2,5.7,6.3,2.9,1
3.975359343,7,6.2,5.7,4,3.7,1
7.589322382,4.6,4.8,7.2,6.3,7.5,1
95.21149897,8.6,4.8,4.9,4,6.7,1
41.69199179,7.8,5.5,2.6,7.1,9,1
14.9486653,8.6,6.2,3.3,6.3,6,1
50.72689938,6.2,3.4,7.2,6.3,3.7,1
50.72689938,7,5.5,5.7,6.3,6,1
35.28542094,10,4.8,4.1,5.6,8.3,1
35.28542094,8.6,4.8,4.1,6.3,9,1
35.94250513,8.6,3.4,6.4,4,6,1
15.57289528,6.2,7.6,3.3,3.3,6.7,1
15.57289528,6.2,7.6,3.3,3.3,6.7,1
52.96098563,4.6,4.1,8,5.6,6,1
7.819301848,4.6,5.5,7.2,3.3,5.2,1
81.83983573,3.8,6.9,6.4,5.6,8.3,1
55.72073922,7,6.2,4.1,4,4.4,1
4.336755647,3.8,4.8,5.7,7.9,2.9,1
18.95687885,6.2,4.1,6.4,6.3,5.2,1
18.95687885,8.6,2.6,7.2,4.8,4.4,1
53.81519507,4.6,9.1,4.1,4,6,1
90.51334702,6.2,5.5,3.3,6.3,6.7,1
40.57494867,6.2,4.8,6.4,5.6,5.2,1
59.49897331,7,5.5,3.3,6.3,5.2,1
6.603696099,7.8,5.5,1,9.4,9,1
44.78028747,7.8,4.8,4.9,5.6,9,1
6.669404517,6.2,5.5,6.4,4,4.4,1
15.70431211,8.6,5.5,4.1,5.6,6.7,0
15.70431211,8.6,3.4,4.1,7.1,6,0
15.70431211,7.8,4.1,4.1,7.1,6.7,0
59.20328542,5.4,4.8,7.2,5.6,5.2,1
59.20328542,4.6,4.1,8.7,5.6,2.1,1
17.3798768,5.4,6.9,4.9,4,6.7,1
38.86652977,5.4,6.9,2.6,5.6,8.3,1
7.950718686,7,6.2,7.2,2.5,5.2,1
7.950718686,8.6,6.9,5.7,3.3,4.4,1
96.52566735,6.2,4.8,7.2,4,6.7,1
86.53798768,3.8,6.9,8,1.7,2.1,1
52.862423,4.6,5.5,7.2,6.3,7.5,1
17.57700205,6.2,6.2,5.7,5.6,7.5,1
17.57700205,6.2,7.6,4.1,4.8,9,1
25.06776181,6.2,4.8,4.1,4,6.7,1
86.83367556,7,5.5,1.8,6.3,6,1
13.10882957,6.2,4.1,4.9,6.3,2.9,1
26.18480493,4.6,6.9,4.1,5.6,6,1
9.626283368,5.4,6.9,5.7,3.3,2.9,1
9.889117043,5.4,6.9,5.7,3.3,2.9,1
3.351129363,4.6,6.9,5.7,5.6,2.9,1
15.3100616,2.2,1,8,8.7,3.7,1
80.06570842,3,5.5,10,6.3,2.9,1
16.78850103,7,6.9,5.7,4,5.2,1
19.44969199,5.4,6.2,4.1,8.7,8.3,1
9.034907598,3.8,7.6,4.9,7.1,9,1
